short_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,league_level,position,club_jersey_number,nationality_id,nation_team_id,nation_jersey_number,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
S. Sidler,64,73,1300000,3000,22,185,76,897,1,SUB,34,47,,,4,2,1,2200000,67,59,61,60,61,63,65,57,56,64,52,62,50,48,63,54,69,65,64,58,62,61,73,73,62,63,52,60,60,58,49,61,61,62,61,6,8,6,9,10,
T. Muyumba,64,70,850000,2000,24,166,60,62,2,SUB,6,18,,,3,2,1,1700000,63,45,59,62,60,62,47,39,51,66,43,59,46,42,62,63,64,62,58,62,92,55,66,70,58,43,63,62,54,63,51,63,59,64,56,6,11,6,6,14,
M. ?engezer,64,71,1000000,5000,24,192,80,101014,1,SUB,16,48,,,2,1,1,2200000,,,,,,,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,43,58,18,58,6,19,12,7,32,19,39,8,13,10,67,62,57,61,66,35
A. Granlund,64,64,425000,1000,31,179,79,114004,1,SUB,2,17,,,4,2,1,574000,67,33,53,56,62,70,55,32,56,54,28,52,54,42,51,55,66,68,65,62,68,35,75,80,67,34,65,63,37,53,38,60,62,62,63,9,6,6,6,11,
Raphael Doninho,64,64,700000,5000,21,168,64,1629,1,SUB,20,54,,,3,3,1,1300000,68,58,63,69,40,52,67,54,69,64,49,67,58,60,54,64,71,66,78,72,90,68,71,68,38,54,61,54,60,68,68,70,25,36,40,13,10,16,11,10,
Nito Carbelho,64,64,575000,6000,29,181,75,567,1,SUB,20,54,,,3,2,1,1100000,71,62,57,65,34,63,43,58,58,63,55,66,49,45,57,62,70,71,71,71,64,71,66,57,69,63,55,37,63,65,62,60,24,32,43,7,11,7,11,9,
D. Hume,64,71,1100000,3000,22,177,71,106,3,SUB,33,14,,,3,2,1,2100000,79,37,50,64,58,59,62,29,54,58,30,63,43,31,37,62,78,79,74,58,77,52,56,70,58,37,50,59,59,39,42,57,58,59,59,11,7,6,7,10,
A. Whiteman,64,75,1100000,10000,22,189,84,113892,1,GK,1,14,,,2,1,1,,,,,,,,14,9,14,27,8,12,12,10,25,23,34,28,31,52,41,44,65,26,48,9,25,12,4,39,11,42,21,13,14,66,61,59,62,68,32
F. Rodr?guez Valla,64,64,475000,500,31,180,70,114619,1,LCM,10,60,,,3,3,1,1000000,72,62,63,66,54,53,54,58,49,65,55,67,74,71,61,64,74,70,72,62,59,70,52,70,49,66,44,62,64,67,59,59,46,62,42,11,14,6,11,13,
C. Wood,64,68,775000,3000,24,177,78,1958,4,LB,3,14,,,2,2,1,1400000,76,49,55,61,57,69,61,44,48,55,30,60,40,41,52,57,76,76,73,57,75,60,69,91,62,55,60,58,57,56,46,56,58,59,58,9,15,7,15,14,
M. Kaasa,64,71,1200000,1000,23,175,69,1456,1,RCM,8,36,,,3,3,1,1700000,70,55,62,69,56,58,58,55,49,65,55,68,61,48,63,66,72,68,81,63,80,58,52,69,57,52,48,59,64,64,45,63,56,56,54,11,10,6,11,12,
I. F?l?p,64,64,475000,3000,31,179,68,113378,1,SUB,24,39,,,2,3,1,641000,68,63,66,64,51,67,63,59,53,68,58,63,64,68,67,62,69,67,71,59,66,70,74,65,67,68,67,55,64,65,54,68,44,55,48,9,6,6,6,8,
B. Austin,64,72,1100000,10000,22,188,75,112606,1,SUB,23,14,,,2,1,1,,,,,,,,12,9,13,19,6,14,12,11,18,17,36,29,38,51,38,41,59,20,30,9,27,6,4,32,11,45,21,12,12,69,63,55,64,62,33
Pablo V?zquez,64,68,725000,2000,26,185,82,100851,2,SUB,5,45,,,3,2,1,1200000,46,30,43,40,66,64,36,22,64,54,32,31,29,28,42,46,50,43,35,60,51,50,67,54,71,23,59,63,29,38,42,58,64,71,66,5,11,6,9,10,
M. Raynov,64,64,500000,2000,29,181,74,100759,1,SUB,71,9,,,3,2,1,675000,69,48,53,56,62,74,48,38,67,61,39,53,44,46,59,49,67,71,69,82,70,62,74,81,67,55,81,58,56,44,47,57,54,68,66,14,14,8,9,8,
I. Angulo,64,70,950000,2000,22,179,66,10031,1,RES,70,56,,,3,3,1,2200000,86,58,53,67,31,48,55,52,48,57,44,70,56,61,44,64,85,87,74,58,77,68,59,54,48,62,36,37,58,49,62,48,29,25,27,11,12,8,14,14,
J. Cortizo,64,67,775000,5000,25,172,70,111678,1,RCM,21,83,,,3,3,1,1400000,78,62,61,67,44,58,63,62,53,65,60,65,55,54,63,65,77,78,84,60,77,66,49,53,56,60,70,45,53,54,63,54,28,53,55,13,9,12,8,12,
A. Ord??ez,64,66,625000,500,27,186,79,110986,1,SUB,21,57,,,3,2,1,1400000,65,34,40,51,63,71,22,35,63,58,31,43,26,20,45,51,66,65,67,63,67,44,77,62,76,24,68,62,28,30,30,58,63,65,60,6,9,11,8,5,
Lee Sang Ki,64,68,750000,2000,25,179,79,2056,1,RES,17,167,,,3,2,1,994000,77,58,60,64,54,74,62,52,45,63,52,64,41,45,53,59,80,74,73,62,73,69,59,86,72,59,67,52,68,65,59,62,50,61,61,5,8,6,6,14,
S. Gnaka,64,71,1100000,2000,22,179,64,2013,1,SUB,24,108,,,3,3,1,1800000,76,28,57,65,60,58,57,12,56,59,31,63,27,26,64,63,70,80,79,59,75,60,71,67,49,21,65,58,56,64,36,64,58,63,62,10,8,13,15,14,
R. Williams,64,70,850000,2000,22,188,80,142,3,RCB,6,14,,,3,2,1,1700000,80,34,47,52,63,75,32,29,62,58,37,51,35,36,55,50,77,82,69,54,47,43,66,72,81,35,66,62,29,43,49,51,63,64,63,7,5,6,6,9,
Alvaro Rodr?guez,64,65,625000,2000,26,181,75,10846,2,RB,2,45,,,3,2,1,1000000,63,41,55,57,62,56,61,36,49,59,37,54,53,31,57,60,64,62,58,63,64,50,56,64,55,43,47,62,53,49,38,50,63,64,62,6,11,15,13,6,
N. DePuy,64,67,675000,2000,26,196,92,697,1,SUB,20,95,,,2,2,1,1100000,38,53,45,49,63,77,34,53,63,56,48,45,46,34,50,55,37,39,43,61,30,65,67,64,87,45,69,60,55,37,49,59,63,65,58,7,9,14,5,11,
J. Hayes,64,68,725000,2000,26,170,68,111138,1,SUB,5,95,,,3,3,1,1100000,69,45,62,67,58,66,52,39,47,70,41,65,50,44,69,66,69,69,79,60,81,52,79,71,62,50,64,52,55,61,43,63,64,59,58,10,6,6,14,13,
K. Larson,64,64,525000,1000,29,176,71,113458,1,SUB,3,46,,,3,2,1,656000,69,34,54,60,59,71,57,34,50,59,27,57,34,30,54,57,72,67,73,60,71,31,70,84,66,32,68,62,48,51,39,59,61,57,61,8,9,6,13,13,
A. Dobre,64,72,1300000,1000,22,178,71,110569,2,RES,29,39,,,3,3,1,2600000,76,54,58,68,37,63,59,56,40,61,45,68,57,40,54,64,77,76,82,59,71,54,66,69,61,51,58,38,56,60,50,66,33,40,36,7,15,14,9,10,
B. Kallman,64,64,475000,2000,30,188,86,111138,1,RCB,14,95,,,2,2,1,713000,49,39,49,37,63,79,32,31,63,67,34,36,32,31,66,31,51,47,33,59,45,57,78,70,86,40,72,64,39,32,49,57,64,63,56,9,11,11,11,14,
T. Okubo,64,64,300000,950,31,190,92,101149,1,SUB,1,163,,,1,1,1,375000,,,,,,,12,5,11,29,4,9,13,9,24,23,21,34,28,63,28,44,37,43,68,4,25,12,4,50,20,31,8,12,11,65,57,58,64,68,26
D. Barbosa,64,71,1100000,3000,24,173,71,101114,1,RWB,15,83,,,3,2,1,2100000,68,42,55,65,61,62,52,32,45,65,27,69,32,32,64,57,67,68,73,63,75,56,67,69,61,50,53,67,57,45,40,55,55,67,64,10,9,14,7,11,
T. Plavotic,64,72,1200000,2000,24,197,92,780,1,LCB,24,10,,,3,2,1,2000000,47,29,35,38,63,78,25,24,73,48,22,31,24,24,40,50,44,49,34,45,26,42,55,65,90,28,72,60,27,26,31,45,62,65,60,12,12,13,8,15,
N. Insfr?n,64,69,675000,3000,26,179,83,101084,1,SUB,12,52,,,2,1,1,1100000,,,,,,,11,8,10,28,9,11,12,13,22,16,22,30,31,59,49,47,60,22,40,5,20,7,5,33,19,46,15,14,13,65,64,62,65,61,25
N. Holland,64,73,1300000,11000,23,178,70,1951,3,SUB,27,14,,,4,3,1,,81,55,57,66,26,45,56,55,30,58,47,66,51,55,53,64,84,78,76,59,78,56,55,53,41,56,43,26,62,59,41,62,31,21,19,6,13,7,10,8,
K. McAllister,64,72,1300000,2000,22,175,75,100805,1,SUB,17,42,,,3,3,1,2500000,84,63,59,66,26,59,55,58,42,59,51,66,66,65,55,64,86,83,78,56,75,72,46,61,60,68,58,24,58,62,60,56,21,26,25,15,8,7,13,6,
Matheus Pereira,64,69,800000,1000,24,184,80,113183,1,RES,31,54,,,2,2,1,1100000,61,41,50,52,62,75,46,36,63,58,31,48,28,33,53,58,59,62,47,57,51,53,68,69,80,39,70,60,39,49,48,54,62,64,62,9,12,12,9,6,
E. McGinty,64,71,1000000,500,21,194,83,563,1,GK,1,25,,,2,1,1,1800000,,,,,,,15,10,9,25,8,19,13,9,25,29,52,50,44,56,52,44,66,39,58,9,24,14,9,56,21,44,13,15,14,64,64,58,63,66,51
K. Klaesson,64,77,1200000,7000,20,189,76,8,1,SUB,13,36,,,2,1,1,3000000,,,,,,,11,10,13,36,10,19,12,13,29,28,35,33,52,59,42,47,65,24,57,12,30,11,5,42,17,43,10,14,13,65,59,62,63,69,34
D. Scarr,64,66,650000,3000,26,188,80,1929,3,CB,6,14,,,2,2,1,1200000,60,40,46,50,63,75,36,36,65,55,30,46,32,29,52,52,61,60,50,58,55,54,75,70,82,38,66,62,33,41,37,60,62,63,62,12,15,11,9,14,
J. Delem,64,65,575000,2000,28,180,71,111144,1,RES,8,18,,,3,2,1,906000,69,49,57,62,60,73,56,48,62,66,45,60,35,39,60,64,65,73,66,62,68,55,87,79,70,48,68,62,52,52,41,55,58,61,59,14,8,14,11,9,
J. ?ubrowski,64,64,500000,2000,29,181,73,110749,1,SUB,14,37,,,2,3,1,675000,53,48,60,61,60,74,60,31,47,62,42,61,55,60,61,61,53,53,68,56,64,68,72,81,70,66,74,62,40,58,63,57,60,61,61,10,13,8,11,14,
D. Kemp,64,70,950000,4000,22,168,63,1958,4,SUB,10,14,,,3,3,1,1900000,79,58,62,67,27,36,62,57,30,62,49,64,62,58,59,63,81,78,89,61,90,59,39,54,30,62,30,27,62,63,55,54,26,27,24,11,13,6,13,10,
N. Trott,64,74,1100000,8000,22,188,75,1823,2,GK,16,14,,,3,1,1,,,,,,,,12,8,12,30,7,22,19,11,24,30,40,33,38,52,42,50,65,30,38,7,25,13,14,40,12,44,15,12,11,64,63,66,62,68,37
K. Lankford,64,70,950000,2000,22,184,83,492,3,SUB,28,21,,,3,3,1,1600000,80,55,57,66,21,64,63,53,31,61,56,67,64,44,46,65,79,80,75,58,70,62,66,78,69,52,32,10,54,55,50,52,22,23,23,12,11,8,13,15,
J. Cumming,64,76,1300000,1000,21,186,79,1802,3,GK,1,14,,,2,1,1,2500000,,,,,,,13,5,10,26,7,9,12,14,20,12,32,34,51,59,48,47,64,27,50,9,22,7,4,28,17,32,9,10,13,64,64,62,63,65,33
Bruno Rodrigues,64,70,925000,2000,24,177,72,112809,1,SUB,11,54,,,4,3,1,2100000,89,60,43,70,22,52,56,66,50,42,47,72,36,28,33,68,90,89,86,48,70,52,74,68,50,57,33,20,57,46,59,50,25,13,19,7,11,6,7,10,
H. ?ift?i,64,71,1200000,1000,23,177,73,29,3,RES,6,48,,,3,2,1,2000000,68,52,62,66,51,62,51,49,43,69,48,65,60,46,68,64,73,63,80,63,82,58,65,75,57,52,55,54,60,63,44,50,50,54,51,14,15,5,14,15,
Liu Junshuai,64,66,650000,4000,26,187,80,111724,1,RES,3,155,,,2,2,1,1100000,62,37,50,51,63,74,38,32,65,58,35,42,43,43,59,54,59,64,59,59,80,43,73,71,81,41,61,59,40,43,40,54,67,61,62,6,13,9,8,13,
C. Vargas,64,74,1200000,3000,22,179,69,114899,1,LWB,5,83,,,3,2,1,2200000,67,46,55,56,65,64,59,39,64,57,39,51,44,44,55,59,67,67,64,58,70,59,71,63,63,48,67,67,45,52,47,56,64,64,67,6,13,12,6,8,
J. Markovi?,64,75,1300000,3000,20,183,75,308,1,SUB,20,39,1356,9,3,3,1,2000000,74,61,53,67,36,69,43,63,60,56,49,65,60,47,52,67,73,75,77,57,74,66,75,62,74,54,64,33,65,59,55,68,30,36,32,10,14,12,8,9,
A. Jallow,64,70,875000,1000,23,183,71,319,1,RB,5,46,,,3,3,1,1300000,75,49,52,63,57,62,55,51,48,58,31,61,49,34,44,64,74,76,68,63,67,54,63,76,59,46,53,58,55,52,42,59,56,61,59,8,12,11,8,12,
Charles,64,67,775000,6000,25,186,80,1516,1,SUB,35,54,,,3,3,1,1100000,76,57,62,65,61,65,55,51,65,69,57,64,58,51,66,67,74,77,70,58,65,66,61,66,65,60,65,60,67,57,50,64,58,65,58,10,14,7,13,7,
R. Obermair,64,67,725000,1000,25,182,76,110588,3,RB,28,181,,,4,3,1,1100000,71,62,60,68,57,62,65,63,53,63,56,70,62,39,54,69,80,64,73,51,73,69,39,70,63,58,55,54,55,57,59,55,53,63,62,15,7,7,9,15,
E. Vertainen,64,75,1300000,2000,22,187,82,100804,1,SUB,17,17,,,4,4,1,2500000,76,64,59,64,36,69,51,64,62,61,58,67,63,64,56,64,75,76,65,54,53,67,62,67,72,61,67,27,63,64,63,62,42,30,28,11,9,6,15,10,
A. Ild?z,64,69,800000,3000,24,181,81,113142,1,SUB,8,48,,,3,2,1,1700000,61,51,60,63,62,68,52,44,60,68,43,67,47,40,63,63,53,68,61,55,61,61,65,64,72,53,63,59,60,62,55,45,61,65,63,5,15,11,13,15,
P. Schikowski,64,64,575000,850,29,181,75,110501,3,RES,30,37,,,4,3,1,834000,82,59,56,65,30,57,64,61,32,61,48,65,45,31,52,63,83,82,76,58,74,60,47,75,60,58,31,23,58,53,48,51,45,22,22,6,12,7,7,12,
M. Akoto,64,71,1100000,3000,24,188,72,503,2,RB,3,117,,,3,2,1,1900000,71,32,48,50,62,72,35,25,66,62,26,45,32,22,48,48,66,75,64,58,67,54,76,66,76,24,68,59,32,46,35,58,60,64,63,9,12,8,7,9,
R. Prei?inger,64,69,800000,4000,24,185,78,111239,2,SUB,6,21,,,3,2,1,1300000,66,56,58,61,60,75,58,54,60,61,41,60,41,38,61,60,66,66,65,61,63,63,68,90,73,63,65,65,45,61,48,62,58,61,56,9,14,11,9,12,
J. Nietfeld,64,65,675000,1000,27,186,83,110482,3,RCB,33,21,,,3,2,1,1000000,68,61,59,65,58,70,46,60,62,65,60,65,54,65,60,68,64,72,61,64,60,66,81,82,74,63,43,60,63,62,50,56,57,56,54,8,15,12,14,5,
D. Frick,64,64,400000,800,31,188,84,110592,3,SUB,19,21,,,4,2,1,580000,54,54,59,62,61,74,39,60,49,70,30,62,32,38,70,64,53,54,60,66,57,42,75,67,79,58,72,66,64,62,43,60,63,60,62,12,6,11,6,10,
P. Sohm,64,64,575000,5000,29,186,77,503,2,RES,9,21,,,4,2,1,891000,77,63,58,64,25,71,62,63,48,60,57,62,66,37,54,64,76,77,72,66,61,72,54,85,75,56,48,17,65,59,54,70,24,23,25,13,11,10,8,7,
P. T?rpitz,64,64,575000,2000,29,178,74,114398,3,SUB,20,21,,,3,3,1,834000,75,65,60,67,34,66,60,62,47,63,58,64,59,64,52,66,81,70,80,62,81,75,67,74,63,63,62,36,63,61,69,63,31,32,31,11,15,12,5,9,
S. Al Khaibari,64,64,400000,5000,31,185,74,113057,1,RCB,4,183,,,3,2,1,660000,55,27,42,40,65,69,22,22,65,58,24,33,29,28,46,41,53,57,38,59,64,38,80,66,74,23,57,64,27,37,43,49,64,67,65,11,14,9,9,13,
M. Kleinsorge,64,65,700000,1000,25,170,69,29,3,SUB,22,21,,,3,3,1,1100000,83,56,55,68,28,55,61,56,47,61,59,65,50,39,40,63,85,82,93,61,92,63,73,74,49,51,42,18,58,55,50,54,38,18,25,12,14,5,6,11,
M. Dombrowka,64,64,525000,700,29,180,77,110597,3,LB,30,21,,,4,3,1,761000,73,29,50,62,58,69,60,27,46,58,21,60,29,26,39,60,71,74,73,59,68,32,70,80,70,26,53,58,49,43,32,61,60,60,62,14,5,11,6,6,
N. Butzen,64,64,575000,900,28,179,76,110592,3,SUB,16,21,,,4,2,1,834000,76,53,60,65,59,71,56,56,49,66,38,62,48,55,64,65,80,72,78,64,77,60,80,91,63,45,63,61,63,56,35,60,60,60,56,5,11,14,9,12,
S. Lavery,64,73,1300000,3000,22,182,73,1926,2,SUB,19,35,,,2,2,1,2700000,73,65,48,63,22,50,41,66,61,56,54,60,54,37,39,62,76,71,77,64,77,67,66,55,53,62,31,16,66,49,67,52,19,17,16,13,12,12,13,8,
H. Mahou,64,71,1200000,3000,21,179,70,1862,1,RM,20,18,,,3,3,1,2000000,84,63,60,67,33,55,62,65,49,65,57,68,55,50,54,66,83,85,71,57,83,67,53,63,59,58,36,18,61,58,64,59,35,36,30,12,15,6,6,7,
M. Kos,64,70,750000,3000,24,183,80,256,1,SUB,99,4,,,3,1,1,1200000,,,,,,,12,9,14,22,12,13,10,11,20,14,41,40,45,61,48,43,61,25,67,11,19,13,8,26,14,25,15,11,12,64,60,57,62,68,41
J. God?nez,64,68,850000,10000,24,183,79,1880,1,SUB,13,83,,,3,2,1,1500000,65,62,53,62,30,69,52,65,71,60,58,63,57,27,45,65,61,68,54,62,52,58,62,54,79,59,62,26,62,53,59,61,28,21,25,11,9,9,10,11,
L. B?nning,64,70,850000,550,23,187,78,110597,3,LCB,19,21,,,2,2,1,1400000,68,41,45,53,63,70,48,39,63,58,42,48,25,20,42,56,65,71,59,59,60,58,81,63,74,28,64,58,35,31,40,56,63,66,62,7,8,12,10,9,
Ricardo Fernandes,64,67,600000,1000,26,193,79,1438,1,SUB,1,38,,,2,1,1,1300000,,,,,,,14,8,13,23,9,8,14,14,18,12,18,30,31,61,26,47,30,23,55,7,16,12,4,45,10,25,11,12,11,61,61,63,64,65,23
Gon?alo Agrelos,64,70,925000,2000,23,181,72,1889,1,SUB,38,38,,,3,3,1,2100000,73,55,61,66,53,61,63,59,52,64,54,66,50,40,60,66,77,70,71,60,70,55,70,54,63,46,62,51,65,62,45,64,52,54,56,7,8,9,9,13,
S. Jakubiak,64,64,525000,1000,28,175,67,110588,3,RES,8,21,,,3,3,1,761000,66,55,60,66,62,61,55,50,56,68,53,63,44,59,65,66,72,61,79,61,80,64,63,64,62,60,55,63,52,52,54,58,65,62,61,13,11,11,8,13,
N. K?hn,64,75,1300000,2000,21,176,65,506,2,RES,11,21,,,3,3,1,2300000,78,58,55,71,24,41,59,59,51,62,58,72,63,43,40,71,78,78,80,54,75,61,54,62,32,56,36,20,54,52,55,59,20,22,19,5,14,14,13,12,
T. Vancooten,64,71,1100000,2000,23,185,78,361,4,RCB,15,79,,,3,2,1,2100000,71,37,50,56,63,71,52,35,59,56,42,53,51,32,50,55,69,72,70,62,56,46,76,70,74,31,65,63,41,44,33,57,64,64,64,8,14,12,14,9,
Raul Asencio,64,72,1300000,2000,23,187,78,100831,2,SUB,24,45,,,3,2,1,2300000,70,61,51,62,24,61,39,66,68,63,47,60,44,36,43,63,70,70,69,59,52,60,69,60,68,55,42,25,63,52,61,65,19,18,15,9,9,7,9,11,
A. Papadopoulos,64,72,1200000,850,21,185,83,110676,3,RCB,18,21,,,3,2,1,2000000,66,27,47,58,63,79,28,22,43,63,29,53,23,30,44,63,63,69,64,62,63,33,90,74,82,27,77,64,37,52,35,59,66,66,63,8,11,7,13,10,
L. Plogmann,64,78,1300000,1000,21,189,83,38,2,RES,40,21,,,3,1,1,2900000,,,,,,,12,10,13,26,14,11,12,15,26,24,38,42,46,62,46,46,67,24,64,13,29,10,10,29,21,43,18,10,13,66,61,61,58,67,40
L. Marseiler,64,70,925000,4000,24,176,68,110645,3,RES,30,21,,,5,3,1,,81,56,57,66,35,58,57,61,36,61,50,64,57,56,49,63,80,81,81,61,82,51,70,70,54,56,48,39,61,56,41,53,39,28,31,11,15,7,8,13,
Claudio Medina,64,64,625000,2000,27,186,82,10846,2,SUB,19,45,,,3,2,1,969000,55,65,47,56,28,65,40,66,72,56,60,54,49,42,38,62,60,51,62,57,34,66,74,54,76,61,48,22,68,45,71,54,21,26,21,10,15,6,10,9,
Y. Bourhane,64,72,1300000,2000,22,184,74,100632,1,SUB,24,214,,,3,2,1,2100000,67,56,63,62,63,67,52,51,64,67,56,65,57,65,62,67,64,69,42,63,42,65,54,77,74,59,42,60,42,68,61,65,62,66,61,9,7,9,10,13,
?. Celar,64,74,1300000,3000,22,186,80,10032,1,SUB,19,44,,,2,3,1,2100000,71,62,44,64,26,68,38,67,66,50,47,65,39,31,41,64,73,69,68,56,61,62,71,70,71,52,58,23,68,47,65,51,22,21,22,9,8,9,12,10,
Z. Medley,64,73,1200000,2000,20,195,79,682,1,LCB,3,14,,,2,2,1,2000000,62,30,40,49,65,69,34,25,64,48,35,44,34,29,42,54,56,66,53,56,51,41,70,62,76,27,58,62,32,37,43,50,65,67,64,10,11,5,10,14,
B. Jacobsen,64,64,550000,2000,27,190,85,492,3,RCM,19,13,,,2,2,1,798000,53,54,58,60,61,76,49,52,65,64,50,62,48,46,66,63,54,52,50,55,58,65,48,73,84,52,69,62,54,54,44,58,61,62,55,12,9,10,15,9,
E. Hamilton,64,72,1300000,1000,22,187,75,110313,3,SUB,4,42,,,3,3,1,2500000,62,63,63,64,57,73,59,58,64,67,54,64,55,50,64,66,67,58,62,63,60,74,60,72,73,72,76,55,56,64,50,65,59,54,54,7,11,5,9,11,
A. Yamga,64,67,800000,3000,24,188,85,822,1,SUB,77,18,,,3,3,1,1100000,77,57,58,64,54,70,61,56,59,60,52,65,64,46,51,64,71,81,68,67,53,61,51,68,74,53,66,48,60,56,59,54,55,56,54,8,14,10,14,8,
D. Yearwood,64,75,1300000,2000,21,175,63,689,1,SUB,16,14,,,3,3,1,2100000,82,53,60,67,64,80,50,46,59,66,42,65,51,43,62,64,82,82,79,62,82,64,82,83,80,62,75,62,57,62,48,66,68,65,60,11,13,10,14,8,
J. Champness,64,69,875000,3000,24,189,80,112120,1,SUB,19,198,,,3,3,1,1800000,83,60,57,63,24,58,61,60,39,60,59,63,54,38,45,63,83,83,69,53,67,63,35,52,73,58,36,19,62,61,58,54,20,25,24,11,9,6,7,8,
A. Pali?,64,64,375000,2000,33,177,73,100759,1,SUB,21,10,,,3,3,1,506000,56,53,65,68,44,61,58,43,39,69,43,67,62,57,68,71,57,55,68,61,67,66,53,74,58,59,53,48,59,66,63,62,37,49,44,6,6,7,15,15,
L. Maloney,64,74,1200000,850,21,187,89,110676,3,SUB,4,21,,,3,2,1,2000000,63,44,54,57,60,74,48,42,62,64,39,57,44,42,57,57,55,70,56,59,61,49,80,62,84,45,63,56,37,45,46,58,58,64,62,10,8,11,11,14,
C. Lang,64,73,1300000,2000,22,180,73,1917,3,RM,19,14,,,3,3,1,2500000,78,63,53,66,29,62,59,66,57,57,54,66,36,31,55,65,80,77,77,54,70,63,70,69,60,59,58,27,62,48,58,49,22,29,27,15,11,7,13,6,
L. Rajot,64,69,875000,1000,23,179,68,111659,2,SUB,8,18,,,3,3,1,1600000,72,52,64,66,62,58,51,52,40,72,44,64,58,67,69,68,75,70,74,62,70,47,52,64,66,56,30,61,56,59,51,57,62,68,68,8,15,7,5,13,
S. Laiton,64,75,1100000,900,21,190,85,57,2,SUB,30,18,,,2,1,1,2200000,,,,,,,14,8,13,17,9,14,12,12,17,15,50,44,64,67,51,45,72,42,71,5,34,24,4,60,19,62,8,11,14,62,60,60,63,66,48
L. Ranieri,64,77,1400000,8000,22,187,76,110373,1,RES,97,27,,,3,2,1,,58,34,43,60,68,52,49,31,67,45,35,68,38,41,36,49,55,61,59,60,73,33,60,49,48,34,66,67,50,39,44,52,65,72,71,14,8,7,8,9,
M. Dulca,64,71,1200000,2000,22,184,76,113387,1,RCM,8,39,,,4,2,1,1900000,66,54,61,63,59,73,52,52,59,68,38,61,51,55,64,65,66,66,70,62,70,62,74,82,72,52,63,58,57,61,52,57,55,63,58,6,15,13,11,13,
A. Scully,64,73,1300000,3000,22,175,66,149,3,LW,11,25,,,3,3,1,2500000,81,62,55,66,34,55,56,66,45,56,51,64,49,55,48,62,80,81,84,58,81,61,63,77,48,57,43,25,60,59,63,58,33,37,38,15,14,6,14,10,
B. Adekanye,64,76,1400000,11000,22,175,70,46,1,RES,14,34,,,3,3,1,2700000,71,59,55,68,30,50,62,64,49,60,55,69,53,44,46,68,73,69,68,59,74,63,52,49,53,48,45,21,60,51,52,58,25,35,30,8,9,5,11,9,
R. Hern?ndez,64,72,1200000,2000,23,172,70,112885,1,SUB,2,61,,,3,2,1,,82,33,52,61,59,65,60,31,50,53,22,58,58,30,50,58,81,82,75,60,82,33,72,71,65,35,56,61,48,48,38,52,57,62,59,8,13,6,12,6,
D. Mandroiu,64,71,1200000,1000,22,180,73,306,1,LW,14,25,,,4,4,1,2100000,66,63,64,66,51,62,63,59,52,64,56,64,63,69,59,67,68,64,72,59,68,68,64,63,62,68,60,45,60,69,64,68,52,53,52,5,7,8,11,10,
M. Cooper,64,75,1100000,2000,21,186,75,1929,3,GK,1,14,,,3,1,1,2100000,,,,,,,10,8,14,21,6,13,12,11,23,16,30,29,28,58,43,47,56,28,46,9,24,12,7,51,11,32,14,14,12,65,64,62,61,66,30
M. Lercher,64,68,750000,3000,25,177,70,780,1,SUB,5,4,,,2,2,1,1100000,72,32,54,61,60,57,64,29,48,58,30,62,32,28,56,60,71,73,64,51,76,33,68,65,54,31,53,62,49,48,37,46,57,64,62,14,12,14,10,12,
N. Demartini,64,74,1200000,750,21,187,73,112533,1,LCB,15,52,,,3,2,1,1900000,66,29,41,47,65,69,27,25,65,61,29,36,28,34,34,55,64,67,58,64,58,43,65,67,75,23,57,63,23,32,48,47,66,66,60,6,8,11,11,9,
J. Colina,64,64,200000,500,34,170,76,110990,1,SUB,20,61,,,3,2,1,430000,60,36,54,54,66,59,42,32,49,67,32,52,40,37,64,53,59,61,56,49,78,52,57,52,56,28,75,73,39,41,46,53,66,69,63,9,6,15,10,10,
T. Sainte-Luce,64,72,1300000,1000,22,181,72,224,2,LB,17,18,,,2,3,1,2600000,73,47,56,63,58,58,61,46,47,62,36,60,55,45,53,63,72,74,71,61,68,56,64,61,57,41,53,62,55,47,46,61,59,58,60,5,12,9,12,12,
T. Uchida,64,70,925000,2000,23,177,71,101150,1,SUB,14,163,,,3,3,1,1300000,70,55,59,66,59,64,55,59,51,64,43,66,41,53,60,66,74,66,73,58,68,53,65,70,60,49,64,56,62,59,49,54,56,64,62,8,7,6,12,5,
T. It?,64,69,875000,3000,24,163,59,680,1,SUB,23,163,,,4,4,1,1300000,79,49,56,73,22,35,65,45,27,55,55,72,67,44,45,70,90,70,91,62,94,60,83,48,30,46,21,25,55,59,41,60,17,24,22,10,13,5,12,13,
